place,location,info,X,Y,story,,,,,
WOOLWICH ARSENAL STA.,"14 VINCENT ROAD, WOOLWICH","On A Monday night in 1895, Arthur Cadogan West suddenly left work. His fiancée Violet saw him about 7:30 PM. The clerk at the Woolwich Arsenal Railway Station’s ticket office was able to say, with confidence, that he had seen Cadogan West Monday night, as he left for London Bridge on the 8:15 train. West’s strange behavior and death complicated the effort to recover The Bruce-Partington Plans.",0.068943,51.489861,The Adventure of the Bruce-Partington Plans,,,,,
CITY & SUBURBAN BANK,134 ALDERSGATE STREET,"In the 1890 Adventure of the Red-Headed League, the ruse was meant to keep Jabez Wilson away from his pawnshop while Vincent Spaulding and his cohorts dug a tunnel to the nearby City and Suburban Bank. Although Watson modified the name, the London and County Bank was at 134 Aldersgate Street in 1890. The bank in still there, but is now incorporated into the NatWest Bank Group.",-0.097635,51.520433,The Red-Headed League,,,,,
ROYAL ALBERT HALL,,"After the successful conclusion of the 1898 Adventure of the Retired Colourman, Holmes suggested that he and Watson escape from the weary workaday world, by having an evening of music at Albert Hall. They dressed for dinner, and dined, before the performance.",-0.177412,51.5009958,The Adventure of the Retired Colourman,,,,,
MELVILLE'S MANSIONS,"HEATH ROAD, HAMSTEAD","In the 1891 Adventure of Wisteria Lodge, Scott Eccles came to consult Holmes about his, ""incredible and grotesque experience"". Eccles was a bachelor, and cultivated a large number of friends. Among them was a retired brewer called Melville, who lived at Albemarle Mansion in Kensington. It was there that Eccles met Garcia, who supposedly held a position at the Spanish Embassy.",-0.1911047,51.5546694,The Adventure of Wisteria Lodge,,,,,
RUSSIAN CONSULATE,17 GREAT WINCHESTER ST.,"In the 1894 Adventure of the Golden Pince-Nez, Anna, before coming out of her hiding place, had taken a fatal dose of poison. She gave Holmes the papers that would free her friend Alexis from a Russian prison, and asked him to take the papers to the Russian Embassy. In 1894, the Russian Embassy was in Chesham House, Belgrave Square. Although unlikely, Holmes could have taken the papers to the Russian Consulate at 17 Great Winchester Street in The City.",-0.084726,51.5161341,The Adventure of the Golden Pince-Nez,,,,,
ST. PANCRAS HOTEL,(RENAISSANCE ST. PANCRAS),"In the 1889 adventure of A Case of Identity, Mary Sutherland and Hosner Angel planned their wedding breakfast at the St. Pancras Hotel. Built in 1868, this ornate Victorian hotel has now reopened as the deluxe Renaissance St. Pancras. ",-0.1261446,51.5296859,A Case of Identity,,,,,
ST. PANCRAS RR STATION,EUSTON ROAD,"In the 1903 Adventure of the Priory School, Holmes and Watson accompanied Dr. Huxtable back to Mackleton on a Western Line train from St Pancras Station. ",-0.1250191,51.5300907,The Adventure of the Priory School,,,,,
KING’S CROSS RR STA.,,"The 1874 Adventure of the ""Gloria Scott"" was Sherlock’s first adventure, and occurred before he met Watson. During Holmes’s first two years in college, Victor Trevor was his only close friend. Victor invited Holmes to spend a month at Donnithorpe, the elder Trevor’s estate in Norfolk. Holmes would have taken the train from King’s Cross Station. In the 1897 Adventure of the Missing Three-Quarter, while trying to locate the missing Godfrey Staunton, Holmes and Watson took the Cambridge train from King’s Cross Station.",-0.1233387,51.5309333,The Adventure of the Missing Three-Quarter,,,,,
MYCROFT'S CHAMBERS,,"In the 1887 Adventure of the Greek Interpreter, we learn that Mycroft Holmes lived in Pall Mall chambers, with his Diogenes Club just opposite. Sherlock said that the Diogenes Club was the queerest club in London, and Mycroft was one of its queerest members. He was at his club every day from quarter to five to twenty to eight. In 1891 during the Adventure of the Final Problem, after the “accidents” in Mayfair, Holmes hailed a cab and went to Brother Mycroft’s chambers in Pall Mall. He spent the day there before going to see Watson. On the way, a tough with a bludgeon attacked him. Holmes managed to knock him down, but barked his knuckles on the tough’s front teeth. Since the Diogenes Club, and therefore Mycroft’s chambers, were, “Some little distance from the Carlton Club”, I suggest they were at the western end of Pall Mall.",-0.1363286,51.5059862,Multiple,,,,,
MILLBANK FLOATING PIER,,"In the 1887, Sign of the Four, Holmes and Watson left Mordecai Smith's Boatyard and hired a wherry to take them across the Thames. The place on the north side of the Thames where the wherry deposited Holmes and Watson was most likely the Vauxhall & Millbank floating pier. It was also the likely place where the police launch landed after chasing the Aurora.",-0.1254201,51.4913908,The Sign of the Four,,,,,
SHIPLEY'S STABLE,CHICHELEY STREET,"In the 1889 Hound of the Baskervilles adventure, young Cartwright failed to find the hotel from which the note was sent, However, Holmes did locate the driver of the hansom cab. His name was John Clayton. He lived at the fictional Turpey Street in Southwark, and probably kept his horse and cab at the nearby Shipley's Yard.. Clayton said that the fare following Sir Henry was a detective. When Holmes asked the name he had given, Clayton replied, “Mr. Sherlock Holmes,” Holmes burst into a hearty laugh, and told Watson, “This time we have…a foeman who is worthy of our steel”.",-0.1165969,51.502774,The Hound of the Baskervilles,,,,,
CLAYTON'S BLACKSMITH,CHICHELEY STREET,"In the 1889 Hound of the Baskerviles adventure, young Cartwright failed to find the hotel from which the note was sent, However, Holmes did locate the driver of the hansom cab. His name was John Clayton. He lived at the fictional Turpey Street in Southwark, and probably kept his horse and cab at the nearby Shipley's Yard on Chicheley Street. At the other end of the block, where Chicheley meets Belvedere Road, was the blacksmith Clayton probably used to shod his horse.",-0.117474,51.5030178,The Hound of the Baskervilles,,,,,
GENNARO LUCCA'S ROOM,9 GREAT ORMOND (ORME) STREET,"In the 1902 Adventure of the Red Circle, the lodger slipped a note under the door, asking that Mrs. Warren start delivering the Daily Gazette. Holmes thought that the newspaper’s agony columns might be the way in which the lodger received messages. In the columns since the lodger arrived, Holmes found several cryptic messages, all signed by the letter G. The latest message read, “High red house with white stone facings, third floor, second window left, after dusk, G”. North American readers should remember that what the British call the third floor is your fourth floor.",-0.118091,51.522419,The Adventure of the Red Circle,,,,,
THE WEST END OF PALL MALL,,"In the 1887 Adventure of the Greek Interpreter, we learn that Mycroft Holmes lived in Pall Mall chambers, with his Diogenes Club just opposite. Sherlock said that the Diogenes Club was the queerest club in London, and Mycroft was one of its queerest members. He was at his club every day from quarter to five to twenty to eight. In 1891 during the Adventure of the Final Problem, after the “accidents” in Mayfair, Holmes hailed a cab and went to Brother Mycroft’s chambers in Pall Mall. He spent the day there before going to see Watson. On the way, a tough with a bludgeon attacked him. Holmes managed to knock him down, but barked his knuckles on the tough’s front teeth. Since the Diogenes Club, and therefore Mycroft’s chambers, were, “Some little distance from the Carlton Club”, I suggest they were at the western end of Pall Mall.",-0.1370502,51.5055571,Multiple,,,,,
BARNARD’S THEATRE,,"In the 1895 Adventure of The Bruce-Partington Plans, when they found Arthur Cadogan West’s body, he had tickets for the theater that evening, but not the missing plan pages. In 1895, Barnard’s was the premier theater in Woolwich. It was rebuilt in 1899, and reopened as The Empire Theatre.",0.0687611,51.4912071,The Adventure of the Bruce-Partington Plans,,,,,
"""ALPHA INN?""","THE PLOUGH, LITTLE RUSSELL STREET","In the 1889 Adventure of the Blue Carbuncle, some of the Alpha Inn’s regulars, including Henry Baker, formed a goose club. By contributing a few pence each week, they each received a Christmas, goose. It was Henry Baker’s luck to receive the goose with the blue carbuncle. The late Bernard Davies made a persuasive argument for The Plough being the Alpha Inn, using the following logic: Alfred George Gardiner, an author contemporary with Conan Doyle, used the pseudonym ""Alpha of the Plough"". This stood for the first star of the constellation Ursa Major, commonly known as The Big Dipper in the U.S, and as The Plough in Britain. The Pub was named for the constellation, with its original signboard displaying an arrangement of golden stars, including a predominate Alpha.The Plough, at the corner of Little Russell and Museum Streets is one of the two pubs favored as being the “Alpha Inn”. Like the Museum Tavern, it is on a “corner of one of the streets which run down into Holborn”.",-0.125742,51.5177663,The Adventure of the Blue Carbuncle,,,,,
AMERICAN EXCHANGE,449 THE STRAND,"In 1881, during A Study in Scarlet, two letters were addressed to the American Exchange, The Strand. The letters were from the Guion Steamship Company regarding the sailing of their boats from Liverpool to New York. In the 1880’s, the American Exchange was located at 449 The Strand, with a kiosk style booth on the other side of the street, between the two exit gates of the Charing Cross Railroad Station.",-0.1254201,51.5089328,A Study in Scarlet,,,,,
CURZON STREET,,"In the 1901 Adventure of Shoscombe Old Place Holmes questioned Watson on the Shoscombe Stud and Horse Training Facility, and Sir Robert Norberton. Sir Robert had the reputation of being a dangerous man. He had horsewhipped Sam Brewer, a well-known Curzon Street money¬lender on Newmarket Heath, and almost killed him.",-0.147661,51.5067124,The Adventure of Shoscombe Old Place,,,,,
WEST INDIA DOCKS,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora. When the police launch raced after the Aurora, they sped through the Pool of London, and past the West India Docks. To keep up, it took every bit of speed they had.",-0.024451,51.5070063,The Sign of the Four,,,,,
DEPTFORD REACH,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora.The police launch sped through the Pool of London, past the West India Docks, and down the long Deptford Reach. They were gaining on the Aurora.",-0.0232601,51.4847235,The Sign of the Four,,,,,
ISLE OF DOGS,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora. In their attempt to catch the Aurora, supposedly “The fastest boat on the river”, the police steam launch sped past the Isle of Dogs.",-0.0204277,51.4879036,The Sign of the Four,,,,,
GREENWICH,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora. At Greenwich, the police launch was about three hundred paces behind the Aurora..Earmark www.sherlockslondon.com on your web browser for the latest version of this map, and ebook access to street-view photos of 400 Sherlock Holmes sites in London.",-0.0142479,51.4831468,The Sign of the Four,,,,,
BLACKWALL REACH,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora. When they reached Blackwall, the police launch was only two hundred and fifty paces behind the Aurora.",-0.0036907,51.5068994,The Sign of the Four,,,,,
BARKING LEVEL,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora. The two boats were flying at a tremendous pace as they passed Barking Level on the left and Plumstead Marshes on the right.",0.0442886,51.5001944,The Sign of the Four,,,,,
PLUMSTEAD,,"In the 1887 adventure, The Sign of the Four, Holmes and Watson commandeered a police steam launch to catch Mordecai Smith's Aurora. As the police steam launch continued downstream, Barking Level was on the left and Plumstead Marshes on the right.",0.0454903,51.4947441,The Sign of the Four,,,,,
METROPOLE HOTEL,,"On the West side of Northumberland Avenue, south from Great Scotland Yard to Whitehall Place, was the site of The Metropole Hotel. The Metropole is a likely candidate for being “The…select London hotel,” where Francis Hay Moulton stayed. “Eight shillings for a bed” gave Holmes a clue. Holmes said, “There are not many (hotels) in London which charge at that rate”. The Metropole is also my candidate for being the Northumberland Hotel, where Sir Henry Baskerville and Doctor Mortimer stayed. While at the hotel, Sir Henry had one of his new tan boots stolen. He had placed them outside his door to be polished. In the morning, only one boot was there. Later, the new tan boot was returned, and an old black one taken. The Metropole has now reopened as the deluxe Corinthia Hotel.",-0.1237893,51.5065856,The Adventure of the Noble Bachelor,,,,,
"""ALBERT DOCK""",KING GEORGE V DOCK,"After his day at Lloyd’s of London, Holmes went to Albert Dock, now called King George V Dock. The Lone Star had left London by the early tide, bound for Savannah, Georgia. Holmes determined that the Captain and two mates were the only native-born Americans on the ship, and that the three of them had been away from the boat on the night John Openshaw was murdered. Holmes sent his envelope with the five orange pips, so that it, and the police, would be waiting for Captain Calhoun when he docked in Savannah.Albert Dock was also the place where Inspector Lestrade arrested Jim Browner, a steward on the steamer May Day in the 1889 adventure of the Cardboard Box. Browner had cut off the ears of his wife and her lover, and mistakely sent them to Susan Cushing.",0.0499204,51.5019321,Multiple,,,,,
MELVILLE'S,ALBERMARLE (PALACE GARDENS) MANSIONS,"After drinking the brandy and soda Watson provided, Eccles told his story. He was a bachelor, and cultivated a large number of friends. Among them was a retired brewer called Melville, who lived at Albemarle Mansion in Kensington. It was there that Eccles met Garcia, who supposedly held a position at the Spanish Embassy.",-0.1933444,51.5094503,The Adventure of Wisteria Lodge,,,,,
HOLMES COLLECTION,35 ST. MARTIN'S STREET,"This branch of the Westminster Library is home to the Sherlock Holmes Collection. It contains stories, information about Sherlock's creator, Sir Arthur Conan Doyle, photographic, cuttings and journals. The collection is accessible by appointment only by emailing ccooke@westminster.gov.uk",-0.1298833,51.5095905,Other,,,,,
ST. CLAIR'S CEDARS,"3 CEDARS CLOSE, LEE, LEWISHHAM","In the 1889, Adventure of the Man with the Twisted Lip, Holmes and Watson went to The Cedars, Neville St. Clair’s house near Lee. Holmes was staying there while he investigated St. Clair's disappearance. St. Clair had moved to Kent in May 1884. He appeared to have plenty of money, and took The Cedars, a large country villa. In 1887, he married the daughter of the local brewer, and had two children. The Cedars is one of the rare instances where a real address is given in the Canon. Kelvin Jones, in his Sherlock Holmes & the Kent Railways, identified its location. The old villa is still there. It had been used as a nunnery and school, but was later sold, renovated, and converted into flats.",-0.0013586,51.4629659,The Man with the Twisted Lip,,,,,
MEXBOROUGH HOTEL (CRAVEN HOTEL),45 CRAVEN STREET,"In the 1889 The Hound of the Baskervilles, when Sir Henry first arrived in London, Stapleton brought his wife to London and lodged at the “Mexborough Private Hotel”. In my opinion, this refers to the Craven Hotel at No. 45 Craven Street. Because she did not agree with his plan, Stapleton kept his wife imprisoned in the room while he followed Dr. Mortimer to and from Baker Street. The Craven Hotel is also a candidate for being Watson's hotel, when he first arrived in London.",-0.1254147,51.5078193,The Hound of the Baskervilles,,,,,
THE MOULTON'S HIDEAWAY,226 GORDON SQUARE,"In the 1886 Adventure of the Noble Bachelor, Holmes went to Moulton’s hotel, and found he had left, but was having his mail forwarded to No. 226 Gordon Square. There, he found the young couple. He offered them a chance to come to Baker Street, dine with St. Simon, and explain the situation.Earmark www.sherlockslondon.com on your web browser for the latest version of this map, and ebook access to street-view photos of 400 Sherlock Holmes sites in London.",-0.1304264,51.5244765,The Adventure of the Noble Bachelor,,,,,
ROYAL AUTOMOBILE CLUB,69 PALL MALL,"THE ROYAL AUTOMOBILE CLUB was founded in 1897, It was one of the three gentlemen’s clubs in which Sir Arthur Conan Doyle was a member. He joined in 1903, shortly after buying his first automobile.",-0.1348298,51.5061426,Other,,,,,
CONAN DOYLE'S,23 MONTAGUE PLACE,"In 1890, when he first moved to London, Sir Arthur Conan Doyle lived at 23 Montague Place in Bloomsbury.",-0.1292974,51.5198058,Other,,,,,
GODFREY NORTON'S,,"Godfrey Norton practiced law at the Inner Temple. At first, Holmes did not know if Irene Adler was Norton’s client, friend, or mistress. “If the former, she had probably transferred the photograph to his keeping. If the latter, it was less likely”.Godfrey Norton practiced law in the Inner Temple. At first, Holmes did not know if Irene Adler was Norton’s client, friend, or mistress. “If the former, she had probably transferred the photograph to his keeping. If the latter, it was less likely”.",-0.1108664,51.513313,A Scandal in Bohemia,,,,,
EARL’S COURT TUBE STA.,,"In the 1889 Adventure of the Bruce-Partington Plans, as it is today, the District Line tracks are clear of tunnels between the Gloucester Road and Earl’s Court Stations. Herr Oberstein’s rear windows at Hogarth Road “Caulfield Gardens” overlooked the tracks",-0.1931942,51.4921123,The Adventure of the Bruce-Partington Plans,,,,,
WATERLOO BRIDGE,,"In the 1885 adventure of The Five Orange Pips, John Openshaw drowned in the Thames, near Waterloo Bridge. Holmes and Watson read about the tragedy in the morning newspaper. Holmes told Watson that K.K.K. were not initials, but an acronym for the Ku Klux Klan.",-0.1171589,51.5089428,The Five Orange Pips,,,,,
ALEXANDER HOLDER'S,STREATHAM,"A gentleman from one of noblest families in England asked Alexander Holder for an advance of £50,000. He offered the Beryl Coronet, “one of the most precious public possessions of the empire”, as collateral. For safekeeping, Holder took the Coronet to Fairbank, his home in Streatham, and locked it in his dressing room bureau. During the night, he caught his son, Arthur, holding the coronet, with a small portion torn off, and three of the thirty-six gems missing.",-0.1260747,51.4353566,The Adventure of the Beryl Coronet,,,,,
369 Half Moon Street,,"In the 1902 Adventure of the Illustrious Client, Watson assumed the alias of Dr. Hill Barton, who supposedly lived at No. 369 Half Moon Street. As Barton, Watson went to see Baron Gruner about selling the rare blue Ming saucer.",-0.1456761,51.5065722,The Adventure of the Illustrious Client,,,,,
CAFÉ ROYAL,,"In the 1902 Adventure of the Illustrious Client, Watson bought a newspaper, and learned that two men, armed with sticks, attacked Holmes in Regent Street, outside the Café Royal. Holmes escaped by running through restaurant into Glasshouse Street..Earmark www.sherlockslondon.com on your web browser for the latest version of this map, and ebook access to street-view photos of 400 Sherlock Holmes sites in London.",-0.1358056,51.510118,The Adventure of the Illustrious Client,,,,,
HATHERLEY ENGINEERING,,"In the 1889 Adventure of the Engineer's Thumb, Watson examined Victor Hatherley’s card and found that he was a hydraulic engineer, with professional chambers in a third floor walk¬up at No. 16A Victoria Street.",-0.1437879,51.496788,The Adventure of the Engineer's Thumb,,,,,
ST. MARY le BOW,,"In the 1889 Adventure of the Stock-Broker's Clerk, Hall Pycroft was identified as a Cockney. Traditionally, to qualify as a Cockney, a person had to be born within earshot of “The Bow Bells” at the Church of St. Mary le Bow.",-0.0935809,51.513979,The Adventure of the Stock-Broker's Clerk,,,,,
POPES (POPPINS) COURT,,"In 1890, Duncan Ross advertised for all red-headed men in London to apply at the offices of the Red-headed League at No. 7 Pope’s Court, just off Fleet Street. The ad said that a League vacancy had opened. The position paid £4 a week for nominal services. The described location indicates that Poppins Court is ""Pope’s Court"".",-0.1052418,51.5142461,The Red-Headed League,,,,,
TOWER OF LONDON,,"In the 1887 adventure, The Sign of the Four, Holmes told the police launch to go downstream to the Tower of London.",-0.0770116,51.5072467,The Sign of the Four,,,,,
CITY OF LONDON,,"In the 1889 Adventure of the Stock-Broker's Clerk, Hall Pycroft was waiting with the cabby before he, Holmes and Watson left for the train station. Pycroft was “A well-built…young fellow, with a frank, honest face and a slight, crisp yellow moustache”. He dressed like a smart young City man, but could not hide his Cockney beginnings. On the train, Pycroft repeated his story to Watson.",-0.0888562,51.5133364,The Adventure of the Stock-Broker's Clerk,,,,,
MACPHERSON'S CHOICE,,"In the 1890 Adventure of the Second Stain, the nearest public house to Eduardo Lucas's house was at the northwest corner at the intersection of Great Peter (Wood) and Lord North Streets. When Constable MacPherson ran to get a brandy for Lady Hilda, it made sense for him to go to the nearest pub.Holmes sites in London.",-0.1272493,51.4969033,The Adventure of the Second Stain,,,,,
WAX VESTAS FOR SALE,,"In the 1889 adventure, The Man with the Twisted Lip, the crippled Hugh Boone could not explain the presence of St. Clair’s clothes in his room. Boone, who was in reality St. Clair, was a professional beggar, and a familiar sight to those who work in the City. He spent his days in Threadneedle Street, selling wax vestas.",-0.085874,51.514159,The Man with the Twisted Lip,,,,,
MORDECAI SMITH'S BOATYARD,,"In the 1887 The Sign of Four adventure, Mordecai Smith's Boatyard was where Broad Street (today's Black Prince Road) met the Thames. This is the site of the old Prince's Stairs. Holmes and Watson's quarry had hired the Aurora. Mrs. Smith said the boat was the fastest steam launch on the river, a claim that would be tested.",-0.1220942,51.4925665,The Sign of the Four,,,,,
GOLDEN CROSS HOTEL,,"After being wounded, Watson moved to London, “That great cesspool into which all the loungers and idlers of the Empire are irresistibly drawn.” At first, he stayed at a Strand hotel. Watson soon found that his “wound pension” of eleven shillings and sixpence a day could not support his London life style. He made up his mind to leave the hotel, and find someone to share the cost of less expensive quarters. In my opinion, The Golden Cross private hotel fits the description of Watson's Strand hotel. This second-class hotel charged about six shillings a day. In 1881 that portion of The Strand was called West Strand.",-0.1262576,51.5084566,A Study in Scarlet,,,,,
CRITERION LONG BAR—W1,,"In the 1881 A Study in Scarlet, Watson made up his mind to move out of The Golden Cross, his Strand hotel, and find cheaper quarters with a room mate. He went to The Criterion Long Bar where he met young Stamford, who had been Watson's dresser at “St. Bart’s Hospital.” After they left The Criterion, Watson asked Stamford to have lunch with him at The Holborn Restaurant. The Criterion has reopened as the Savini At Criterion. The restaurant's spacious and ornate dining room is in the Criterion Theatre Building at Piccadilly Circus. Be sure and look for the wall plaque that commemorates the event that led to Watson meeting Holmes.",-0.1341037,51.5097755,A Study in Scarlet,,,,,
SHADWELL POLICE STATION,,"In the 1889 Adventure of the Cardboard box, after Jim Browner's apprehension, his confession was taken down by Inspector Montgomery's shorthand man at the Shadwell Police Station. Browner had married Mary Cushing, Susan and Sarah’s younger sister. Sarah came for an extended visit, and fell in love with Jim. When he spurned her advances, her passion turned to hate, and she began poisoning Mary’s mind against him. Sarah introduced Mary to Alec Fairbairn, with whom she fell in love. When Jim realized what was happening, and who was behind it, he told Sarah, “If Fairbairn shows his face here again; I’ll send you one of his ears for a keepsake”.",-0.0600064,51.5029059,The Adventure of the Cardboard Box,,,,,
TRAFALGAR SQ. FOUNTAIN,,"In 1886, when Inspector Lestrade told Holmes about dragging the Serpentine for Hatty Doran, the missing bride of the Noble Bachelor, Holmes laughed and asked if he was also dragging the Trafalgar Square Fountain. Holmes said, ""you have just as good a chance of finding this lady in the one as in the other”.",-0.127759,51.5081281,The Adventure of the Noble Bachelor,,,,,
